CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_REGION,CUSTOMER_AGE,CUSTOMER_GENDER,CUSTOMER_SEGMENT
142,Customer 142,East,31,Male,Regular
143,Customer 143,West,33,Female,Occasional
144,Customer 144,Central,41,Male,Premium
145,Customer 145,North,23,Female,Regular
146,Customer 146,South,38,Male,Occasional
147,Customer 147,East,37,Female,Premium
148,Customer 148,West,53,Male,Regular
149,Customer 149,Central,48,Female,Occasional
150,Customer 150,North,57,Male,Premium
151,Customer 151,South,18,Female,Regular
152,Customer 152,East,65,Male,Occasional
153,Customer 153,West,30,Female,Premium
154,Customer 154,Central,43,Male,Regular
155,Customer 155,North,33,Female,Occasional
156,Customer 156,South,52,Male,Premium
157,Customer 157,East,27,Female,Regular
158,Customer 158,West,30,Male,Occasional
159,Customer 159,Central,51,Female,Premium
160,Customer 160,North,50,Male,Regular
161,Customer 161,South,21,Female,Occasional
162,Customer 162,East,47,Male,Premium
163,Customer 163,West,48,Female,Regular
164,Customer 164,Central,26,Male,Occasional
165,Customer 165,North,58,Female,Premium
166,Customer 166,South,37,Male,Regular
167,Customer 167,East,35,Female,Occasional
168,Customer 168,West,39,Male,Premium
169,Customer 169,Central,50,Female,Regular
170,Customer 170,North,61,Male,Occasional
171,Customer 171,South,57,Female,Premium
172,Customer 172,East,38,Male,Regular
173,Customer 173,West,63,Female,Occasional
174,Customer 174,Central,46,Male,Premium
175,Customer 175,North,18,Female,Regular
176,Customer 176,South,37,Male,Occasional
177,Customer 177,East,23,Female,Premium
178,Customer 178,West,23,Male,Regular
179,Customer 179,Central,49,Female,Occasional
180,Customer 180,North,36,Male,Premium
181,Customer 181,South,28,Female,Regular
182,Customer 182,East,46,Male,Occasional
183,Customer 183,West,37,Female,Premium
184,Customer 184,Central,35,Male,Regular
185,Customer 185,North,26,Female,Occasional
186,Customer 186,South,19,Male,Premium
187,Customer 187,East,19,Female,Regular
188,Customer 188,West,43,Male,Occasional
189,Customer 189,Central,51,Female,Premium
190,Customer 190,North,56,Male,Regular
191,Customer 191,South,34,Female,Occasional
192,Customer 192,East,45,Male,Premium
193,Customer 193,West,21,Female,Regular
194,Customer 194,Central,22,Male,Occasional
195,Customer 195,North,56,Female,Premium
196,Customer 196,South,32,Male,Regular
197,Customer 197,East,57,Female,Occasional
198,Customer 198,West,42,Male,Premium
199,Customer 199,Central,25,Female,Regular
200,Customer 200,North,40,Male,Occasional
201,Customer 201,South,35,Female,Premium
202,Customer 202,East,35,Male,Regular
203,Customer 203,West,43,Female,Occasional
204,Customer 204,Central,36,Male,Premium
205,Customer 205,North,28,Female,Regular
206,Customer 206,South,52,Male,Occasional
207,Customer 207,East,50,Female,Premium
208,Customer 208,West,43,Male,Regular
209,Customer 209,Central,49,Female,Occasional
210,Customer 210,North,23,Male,Premium
211,Customer 211,South,29,Female,Regular
212,Customer 212,East,46,Male,Occasional
213,Customer 213,West,50,Female,Premium
214,Customer 214,Central,48,Male,Regular
215,Customer 215,North,44,Female,Occasional
216,Customer 216,South,30,Male,Premium
217,Customer 217,East,60,Female,Regular
218,Customer 218,West,63,Male,Occasional
219,Customer 219,Central,65,Female,Premium
220,Customer 220,North,64,Male,Regular
221,Customer 221,South,31,Female,Occasional
222,Customer 222,East,41,Male,Premium
223,Customer 223,West,53,Female,Regular
224,Customer 224,Central,42,Male,Occasional
225,Customer 225,North,45,Female,Premium
226,Customer 226,South,23,Male,Regular
227,Customer 227,East,22,Female,Occasional
228,Customer 228,West,35,Male,Premium
229,Customer 229,Central,19,Female,Regular
230,Customer 230,North,62,Male,Occasional
231,Customer 231,South,38,Female,Premium
232,Customer 232,East,47,Male,Regular
233,Customer 233,West,18,Female,Occasional
234,Customer 234,Central,24,Male,Premium
235,Customer 235,North,18,Female,Regular
236,Customer 236,South,20,Male,Occasional
237,Customer 237,East,30,Female,Premium
238,Customer 238,West,45,Male,Regular
239,Customer 239,Central,63,Female,Occasional
240,Customer 240,North,25,Male,Premium
241,Customer 241,South,18,Female,Regular
242,Customer 242,East,56,Male,Occasional
243,Customer 243,West,60,Female,Premium
244,Customer 244,Central,26,Male,Regular
245,Customer 245,North,41,Female,Occasional
246,Customer 246,South,21,Male,Premium
247,Customer 247,East,28,Female,Regular
248,Customer 248,West,55,Male,Occasional
249,Customer 249,Central,52,Female,Premium
250,Customer 250,North,50,Male,Regular
251,Customer 251,South,52,Female,Occasional
252,Customer 252,East,40,Male,Premium
253,Customer 253,West,22,Female,Regular
254,Customer 254,Central,33,Male,Occasional
255,Customer 255,North,50,Female,Premium
256,Customer 256,South,36,Male,Regular
257,Customer 257,East,42,Female,Occasional
258,Customer 258,West,58,Male,Premium
259,Customer 259,Central,55,Female,Regular
260,Customer 260,North,29,Male,Occasional
261,Customer 261,South,22,Female,Premium
262,Customer 262,East,37,Male,Regular
263,Customer 263,West,33,Female,Occasional
264,Customer 264,Central,27,Male,Premium
265,Customer 265,North,53,Female,Regular
266,Customer 266,South,36,Male,Occasional
267,Customer 267,East,43,Female,Premium
268,Customer 268,West,60,Male,Regular
269,Customer 269,Central,44,Female,Occasional
270,Customer 270,North,57,Male,Premium
271,Customer 271,South,27,Female,Regular
272,Customer 272,East,51,Male,Occasional
273,Customer 273,West,41,Female,Premium
274,Customer 274,Central,58,Male,Regular
275,Customer 275,North,34,Female,Occasional
276,Customer 276,South,39,Male,Premium
277,Customer 277,East,33,Female,Regular
278,Customer 278,West,58,Male,Occasional
279,Customer 279,Central,31,Female,Premium
280,Customer 280,North,64,Male,Regular
281,Customer 281,South,19,Female,Occasional
282,Customer 282,East,45,Male,Premium
283,Customer 283,West,45,Female,Regular
284,Customer 284,Central,55,Male,Occasional
285,Customer 285,North,59,Female,Premium
286,Customer 286,South,55,Male,Regular
287,Customer 287,East,47,Female,Occasional
288,Customer 288,West,35,Male,Premium
289,Customer 289,Central,65,Female,Regular
290,Customer 290,North,65,Male,Occasional
291,Customer 291,South,22,Female,Premium
292,Customer 292,East,65,Male,Regular
293,Customer 293,West,41,Female,Occasional
294,Customer 294,Central,65,Male,Premium
295,Customer 295,North,26,Female,Regular
296,Customer 296,South,58,Male,Occasional
297,Customer 297,East,45,Female,Premium
298,Customer 298,West,22,Male,Regular
299,Customer 299,Central,32,Female,Occasional
300,Customer 300,North,18,Male,Premium
301,Customer 301,South,43,Female,Regular
302,Customer 302,East,40,Male,Occasional
303,Customer 303,West,53,Female,Premium
304,Customer 304,Central,62,Male,Regular
305,Customer 305,North,43,Female,Occasional
306,Customer 306,South,46,Male,Premium
307,Customer 307,East,42,Female,Regular
308,Customer 308,West,59,Male,Occasional
309,Customer 309,Central,61,Female,Premium
310,Customer 310,North,48,Male,Regular
311,Customer 311,South,49,Female,Occasional
312,Customer 312,East,45,Male,Premium
313,Customer 313,West,58,Female,Regular
314,Customer 314,Central,29,Male,Occasional
315,Customer 315,North,60,Female,Premium
316,Customer 316,South,37,Male,Regular
317,Customer 317,East,38,Female,Occasional
318,Customer 318,West,34,Male,Premium
319,Customer 319,Central,36,Female,Regular
320,Customer 320,North,35,Male,Occasional
321,Customer 321,South,38,Female,Premium
322,Customer 322,East,29,Male,Regular
323,Customer 323,West,25,Female,Occasional
324,Customer 324,Central,61,Male,Premium
325,Customer 325,North,64,Female,Regular
326,Customer 326,South,29,Male,Occasional
327,Customer 327,East,57,Female,Premium
328,Customer 328,West,29,Male,Regular
329,Customer 329,Central,33,Female,Occasional
330,Customer 330,North,40,Male,Premium
331,Customer 331,South,30,Female,Regular
332,Customer 332,East,37,Male,Occasional
333,Customer 333,West,49,Female,Premium
334,Customer 334,Central,50,Male,Regular
335,Customer 335,North,51,Female,Occasional
336,Customer 336,South,33,Male,Premium
337,Customer 337,East,53,Female,Regular
338,Customer 338,West,42,Male,Occasional
339,Customer 339,Central,32,Female,Premium
340,Customer 340,North,56,Male,Regular
341,Customer 341,South,24,Female,Occasional
342,Customer 342,East,52,Male,Premium
343,Customer 343,West,48,Female,Regular
344,Customer 344,Central,35,Male,Occasional
345,Customer 345,North,65,Female,Premium
346,Customer 346,South,20,Male,Regular
347,Customer 347,East,31,Female,Occasional
348,Customer 348,West,19,Male,Premium
349,Customer 349,Central,26,Female,Regular
350,Customer 350,North,49,Male,Occasional
351,Customer 351,South,19,Female,Premium
352,Customer 352,East,34,Male,Regular
353,Customer 353,West,51,Female,Occasional
354,Customer 354,Central,44,Male,Premium
355,Customer 355,North,32,Female,Regular
356,Customer 356,South,22,Male,Occasional
357,Customer 357,East,55,Female,Premium
358,Customer 358,West,20,Male,Regular
359,Customer 359,Central,42,Female,Occasional
360,Customer 360,North,40,Male,Premium
361,Customer 361,South,42,Female,Regular
362,Customer 362,East,18,Male,Occasional
363,Customer 363,West,33,Female,Premium
364,Customer 364,Central,58,Male,Regular
365,Customer 365,North,44,Female,Occasional
366,Customer 366,South,36,Male,Premium
367,Customer 367,East,22,Female,Regular
368,Customer 368,West,54,Male,Occasional
369,Customer 369,Central,31,Female,Premium
370,Customer 370,North,45,Male,Regular
371,Customer 371,South,46,Female,Occasional
372,Customer 372,East,19,Male,Premium
373,Customer 373,West,58,Female,Regular
374,Customer 374,Central,26,Male,Occasional
375,Customer 375,North,65,Female,Premium
376,Customer 376,South,44,Male,Regular
377,Customer 377,East,37,Female,Occasional
378,Customer 378,West,28,Male,Premium
379,Customer 379,Central,59,Female,Regular
380,Customer 380,North,22,Male,Occasional
381,Customer 381,South,43,Female,Premium
382,Customer 382,East,35,Male,Regular
383,Customer 383,West,49,Female,Occasional
384,Customer 384,Central,43,Male,Premium
385,Customer 385,North,55,Female,Regular
386,Customer 386,South,28,Male,Occasional
387,Customer 387,East,61,Female,Premium
388,Customer 388,West,43,Male,Regular
389,Customer 389,Central,49,Female,Occasional
390,Customer 390,North,46,Male,Premium
391,Customer 391,South,63,Female,Regular
392,Customer 392,East,62,Male,Occasional
393,Customer 393,West,60,Female,Premium
394,Customer 394,Central,28,Male,Regular
395,Customer 395,North,64,Female,Occasional
396,Customer 396,South,32,Male,Premium
397,Customer 397,East,37,Female,Regular
398,Customer 398,West,39,Male,Occasional
399,Customer 399,Central,64,Female,Premium
400,Customer 400,North,25,Male,Regular
401,Customer 401,South,40,Female,Occasional
402,Customer 402,East,47,Male,Premium
403,Customer 403,West,61,Female,Regular
404,Customer 404,Central,51,Male,Occasional
405,Customer 405,North,51,Female,Premium
406,Customer 406,South,23,Male,Regular
407,Customer 407,East,49,Female,Occasional
408,Customer 408,West,51,Male,Premium
409,Customer 409,Central,19,Female,Regular
410,Customer 410,North,24,Male,Occasional
411,Customer 411,South,57,Female,Premium
412,Customer 412,East,50,Male,Regular
413,Customer 413,West,20,Female,Occasional
414,Customer 414,Central,52,Male,Premium
415,Customer 415,North,45,Female,Regular
416,Customer 416,South,61,Male,Occasional
417,Customer 417,East,60,Female,Premium
418,Customer 418,West,28,Male,Regular
419,Customer 419,Central,23,Female,Occasional
420,Customer 420,North,43,Male,Premium
421,Customer 421,South,24,Female,Regular
422,Customer 422,East,61,Male,Occasional
423,Customer 423,West,65,Female,Premium
424,Customer 424,Central,39,Male,Regular
425,Customer 425,North,31,Female,Occasional
426,Customer 426,South,27,Male,Premium
427,Customer 427,East,57,Female,Regular
428,Customer 428,West,42,Male,Occasional
429,Customer 429,Central,37,Female,Premium
430,Customer 430,North,28,Male,Regular
431,Customer 431,South,60,Female,Occasional
432,Customer 432,East,19,Male,Premium
433,Customer 433,West,25,Female,Regular
434,Customer 434,Central,53,Male,Occasional
435,Customer 435,North,30,Female,Premium
436,Customer 436,South,57,Male,Regular
437,Customer 437,East,43,Female,Occasional
438,Customer 438,West,51,Male,Premium
439,Customer 439,Central,57,Female,Regular
440,Customer 440,North,63,Male,Occasional
441,Customer 441,South,20,Female,Premium
442,Customer 442,East,48,Male,Regular
443,Customer 443,West,41,Female,Occasional
444,Customer 444,Central,62,Male,Premium
445,Customer 445,North,40,Female,Regular
446,Customer 446,South,57,Male,Occasional
447,Customer 447,East,27,Female,Premium
448,Customer 448,West,22,Male,Regular
449,Customer 449,Central,51,Female,Occasional
450,Customer 450,North,53,Male,Premium
451,Customer 451,South,55,Female,Regular
452,Customer 452,East,46,Male,Occasional
453,Customer 453,West,36,Female,Premium
454,Customer 454,Central,26,Male,Regular
455,Customer 455,North,20,Female,Occasional
456,Customer 456,South,40,Male,Premium
457,Customer 457,East,34,Female,Regular
458,Customer 458,West,23,Male,Occasional
459,Customer 459,Central,34,Female,Premium
460,Customer 460,North,25,Male,Regular
461,Customer 461,South,46,Female,Occasional
462,Customer 462,East,28,Male,Premium
463,Customer 463,West,24,Female,Regular
464,Customer 464,Central,53,Male,Occasional
465,Customer 465,North,61,Female,Premium
466,Customer 466,South,40,Male,Regular
467,Customer 467,East,29,Female,Occasional
468,Customer 468,West,49,Male,Premium
469,Customer 469,Central,18,Female,Regular
470,Customer 470,North,64,Male,Occasional
471,Customer 471,South,30,Female,Premium
472,Customer 472,East,22,Male,Regular
473,Customer 473,West,46,Female,Occasional
474,Customer 474,Central,29,Male,Premium
475,Customer 475,North,50,Female,Regular
476,Customer 476,South,38,Male,Occasional
477,Customer 477,East,26,Female,Premium
478,Customer 478,West,19,Male,Regular
479,Customer 479,Central,53,Female,Occasional
480,Customer 480,North,26,Male,Premium
481,Customer 481,South,29,Female,Regular
482,Customer 482,East,26,Male,Occasional
483,Customer 483,West,23,Female,Premium
484,Customer 484,Central,43,Male,Regular
485,Customer 485,North,29,Female,Occasional
486,Customer 486,South,52,Male,Premium
487,Customer 487,East,23,Female,Regular
488,Customer 488,West,30,Male,Occasional
489,Customer 489,Central,55,Female,Premium
490,Customer 490,North,51,Male,Regular
491,Customer 491,South,53,Female,Occasional
492,Customer 492,East,29,Male,Premium
493,Customer 493,West,53,Female,Regular
494,Customer 494,Central,37,Male,Occasional
495,Customer 495,North,60,Female,Premium
496,Customer 496,South,31,Male,Regular
497,Customer 497,East,40,Female,Occasional
498,Customer 498,West,40,Male,Premium
499,Customer 499,Central,42,Female,Regular
500,Customer 500,North,48,Male,Occasional
501,Customer 501,South,56,Female,Premium
502,Customer 502,East,58,Male,Regular
503,Customer 503,West,52,Female,Occasional
504,Customer 504,Central,58,Male,Premium
505,Customer 505,North,54,Female,Regular
506,Customer 506,South,39,Male,Occasional
507,Customer 507,East,59,Female,Premium
508,Customer 508,West,25,Male,Regular
509,Customer 509,Central,42,Female,Occasional
510,Customer 510,North,23,Male,Premium
511,Customer 511,South,60,Female,Regular
512,Customer 512,East,35,Male,Occasional
513,Customer 513,West,33,Female,Premium
514,Customer 514,Central,29,Male,Regular
515,Customer 515,North,36,Female,Occasional
516,Customer 516,South,48,Male,Premium
517,Customer 517,East,30,Female,Regular
518,Customer 518,West,55,Male,Occasional
519,Customer 519,Central,18,Female,Premium
520,Customer 520,North,40,Male,Regular
521,Customer 521,South,25,Female,Occasional
522,Customer 522,East,42,Male,Premium
523,Customer 523,West,39,Female,Regular
524,Customer 524,Central,42,Male,Occasional
525,Customer 525,North,54,Female,Premium
526,Customer 526,South,32,Male,Regular
527,Customer 527,East,22,Female,Occasional
528,Customer 528,West,38,Male,Premium
529,Customer 529,Central,26,Female,Regular
530,Customer 530,North,44,Male,Occasional
531,Customer 531,South,20,Female,Premium
532,Customer 532,East,55,Male,Regular
533,Customer 533,West,33,Female,Occasional
534,Customer 534,Central,35,Male,Premium
535,Customer 535,North,30,Female,Regular
536,Customer 536,South,58,Male,Occasional
537,Customer 537,East,31,Female,Premium
538,Customer 538,West,49,Male,Regular
539,Customer 539,Central,42,Female,Occasional
540,Customer 540,North,49,Male,Premium
541,Customer 541,South,56,Female,Regular
542,Customer 542,East,48,Male,Occasional
543,Customer 543,West,47,Female,Premium
544,Customer 544,Central,65,Male,Regular
545,Customer 545,North,50,Female,Occasional
546,Customer 546,South,46,Male,Premium
547,Customer 547,East,21,Female,Regular
548,Customer 548,West,46,Male,Occasional
549,Customer 549,Central,51,Female,Premium
550,Customer 550,North,58,Male,Regular
551,Customer 551,South,21,Female,Occasional
552,Customer 552,East,57,Male,Premium
553,Customer 553,West,49,Female,Regular
554,Customer 554,Central,33,Male,Occasional
555,Customer 555,North,35,Female,Premium
556,Customer 556,South,51,Male,Regular
557,Customer 557,East,49,Female,Occasional
558,Customer 558,West,58,Male,Premium
559,Customer 559,Central,51,Female,Regular
560,Customer 560,North,43,Male,Occasional
561,Customer 561,South,26,Female,Premium
562,Customer 562,East,22,Male,Regular
563,Customer 563,West,54,Female,Occasional
564,Customer 564,Central,56,Male,Premium
565,Customer 565,North,41,Female,Regular
566,Customer 566,South,50,Male,Occasional
567,Customer 567,East,58,Female,Premium
568,Customer 568,West,35,Male,Regular
569,Customer 569,Central,59,Female,Occasional
570,Customer 570,North,53,Male,Premium
571,Customer 571,South,63,Female,Regular
572,Customer 572,East,30,Male,Occasional
573,Customer 573,West,62,Female,Premium
574,Customer 574,Central,37,Male,Regular
575,Customer 575,North,65,Female,Occasional
576,Customer 576,South,60,Male,Premium
577,Customer 577,East,59,Female,Regular
578,Customer 578,West,41,Male,Occasional
579,Customer 579,Central,20,Female,Premium
580,Customer 580,North,56,Male,Regular
581,Customer 581,South,38,Female,Occasional
582,Customer 582,East,60,Male,Premium
583,Customer 583,West,51,Female,Regular
584,Customer 584,Central,65,Male,Occasional
585,Customer 585,North,36,Female,Premium
586,Customer 586,South,44,Male,Regular
587,Customer 587,East,46,Female,Occasional
588,Customer 588,West,22,Male,Premium
589,Customer 589,Central,27,Female,Regular
590,Customer 590,North,49,Male,Occasional
591,Customer 591,South,40,Female,Premium
592,Customer 592,East,34,Male,Regular
593,Customer 593,West,27,Female,Occasional
594,Customer 594,Central,65,Male,Premium
595,Customer 595,North,45,Female,Regular
596,Customer 596,South,45,Male,Occasional
597,Customer 597,East,42,Female,Premium
598,Customer 598,West,59,Male,Regular
599,Customer 599,Central,22,Female,Occasional
600,Customer 600,North,61,Male,Premium
601,Customer 601,South,36,Female,Regular
602,Customer 602,East,18,Male,Occasional
603,Customer 603,West,53,Female,Premium
604,Customer 604,Central,18,Male,Regular
605,Customer 605,North,60,Female,Occasional
606,Customer 606,South,30,Male,Premium
607,Customer 607,East,59,Female,Regular
608,Customer 608,West,58,Male,Occasional
609,Customer 609,Central,49,Female,Premium
610,Customer 610,North,46,Male,Regular
611,Customer 611,South,33,Female,Occasional
612,Customer 612,East,60,Male,Premium
613,Customer 613,West,46,Female,Regular
614,Customer 614,Central,39,Male,Occasional
615,Customer 615,North,52,Female,Premium
616,Customer 616,South,19,Male,Regular
617,Customer 617,East,47,Female,Occasional
618,Customer 618,West,20,Male,Premium
619,Customer 619,Central,25,Female,Regular
620,Customer 620,North,48,Male,Occasional
621,Customer 621,South,53,Female,Premium
622,Customer 622,East,38,Male,Regular
623,Customer 623,West,45,Female,Occasional
624,Customer 624,Central,18,Male,Premium
625,Customer 625,North,28,Female,Regular
626,Customer 626,South,18,Male,Occasional
627,Customer 627,East,62,Female,Premium
628,Customer 628,West,26,Male,Regular
629,Customer 629,Central,58,Female,Occasional
630,Customer 630,North,18,Male,Premium
631,Customer 631,South,40,Female,Regular
632,Customer 632,East,40,Male,Occasional
633,Customer 633,West,50,Female,Premium
634,Customer 634,Central,64,Male,Regular
635,Customer 635,North,64,Female,Occasional
636,Customer 636,South,30,Male,Premium
637,Customer 637,East,45,Female,Regular
638,Customer 638,West,42,Male,Occasional
639,Customer 639,Central,23,Female,Premium
640,Customer 640,North,20,Male,Regular
641,Customer 641,South,43,Female,Occasional
642,Customer 642,East,35,Male,Premium
643,Customer 643,West,57,Female,Regular
644,Customer 644,Central,65,Male,Occasional
645,Customer 645,North,19,Female,Premium
646,Customer 646,South,33,Male,Regular
647,Customer 647,East,28,Female,Occasional
648,Customer 648,West,65,Male,Premium
649,Customer 649,Central,21,Female,Regular
650,Customer 650,North,50,Male,Occasional
651,Customer 651,South,26,Female,Premium
652,Customer 652,East,32,Male,Regular
653,Customer 653,West,51,Female,Occasional
654,Customer 654,Central,61,Male,Premium
655,Customer 655,North,59,Female,Regular
656,Customer 656,South,64,Male,Occasional
657,Customer 657,East,22,Female,Premium
658,Customer 658,West,30,Male,Regular
659,Customer 659,Central,59,Female,Occasional
660,Customer 660,North,18,Male,Premium
661,Customer 661,South,25,Female,Regular
662,Customer 662,East,58,Male,Occasional
663,Customer 663,West,22,Female,Premium
664,Customer 664,Central,36,Male,Regular
665,Customer 665,North,60,Female,Occasional
666,Customer 666,South,52,Male,Premium
667,Customer 667,East,23,Female,Regular
668,Customer 668,West,40,Male,Occasional
669,Customer 669,Central,51,Female,Premium
670,Customer 670,North,31,Male,Regular
671,Customer 671,South,48,Female,Occasional
672,Customer 672,East,45,Male,Premium
673,Customer 673,West,62,Female,Regular
674,Customer 674,Central,32,Male,Occasional
675,Customer 675,North,37,Female,Premium
676,Customer 676,South,43,Male,Regular
677,Customer 677,East,26,Female,Occasional
678,Customer 678,West,41,Male,Premium
679,Customer 679,Central,61,Female,Regular
680,Customer 680,North,44,Male,Occasional
681,Customer 681,South,41,Female,Premium
682,Customer 682,East,37,Male,Regular
683,Customer 683,West,41,Female,Occasional
684,Customer 684,Central,63,Male,Premium
685,Customer 685,North,44,Female,Regular
686,Customer 686,South,48,Male,Occasional
687,Customer 687,East,31,Female,Premium
688,Customer 688,West,31,Male,Regular
689,Customer 689,Central,29,Female,Occasional
690,Customer 690,North,63,Male,Premium
691,Customer 691,South,41,Female,Regular
692,Customer 692,East,65,Male,Occasional
693,Customer 693,West,50,Female,Premium
694,Customer 694,Central,38,Male,Regular
695,Customer 695,North,59,Female,Occasional
696,Customer 696,South,49,Male,Premium
697,Customer 697,East,36,Female,Regular
698,Customer 698,West,65,Male,Occasional
699,Customer 699,Central,53,Female,Premium
700,Customer 700,North,30,Male,Regular
701,Customer 701,South,39,Female,Occasional
702,Customer 702,East,47,Male,Premium
703,Customer 703,West,24,Female,Regular
704,Customer 704,Central,25,Male,Occasional
705,Customer 705,North,46,Female,Premium
706,Customer 706,South,24,Male,Regular
707,Customer 707,East,54,Female,Occasional
708,Customer 708,West,20,Male,Premium
